date,store_id,product_id,demand,category,region,price,discount,weather,holiday,season,inventory,sold,ordered,competitor_price
2023-08-05,S003,P0001,95.73,Groceries,North,68.07,0.0,Rainy,1,Summer,382,96,124,65.76
2023-08-06,S003,P0001,197.14,Furniture,North,35.14,0.0,Cloudy,1,Winter,469,200,172,37.4
2023-08-07,S003,P0001,329.03,Electronics,North,24.35,15.0,Sunny,0,Spring,381,325,40,22.87
2023-08-08,S003,P0001,141.41,Electronics,West,88.51,10.0,Cloudy,1,Winter,277,141,51,88.42
2023-08-09,S003,P0001,91.47,Groceries,West,23.77,5.0,Sunny,0,Spring,331,80,41,25.61
2023-08-10,S003,P0001,20.76,Toys,South,87.3,10.0,Cloudy,0,Winter,79,28,42,89.76
2023-08-11,S003,P0001,212.97,Groceries,North,34.73,10.0,Cloudy,0,Winter,270,207,184,34.69
2023-08-12,S003,P0001,27.05,Electronics,South,90.28,5.0,Rainy,0,Spring,59,8,155,93.86
2023-08-13,S003,P0001,71.23,Groceries,East,32.04,20.0,Sunny,1,Autumn,75,71,106,34.94
2023-08-14,S003,P0001,115.48,Electronics,South,33.51,5.0,Sunny,0,Summer,459,119,140,32.37
2023-08-15,S003,P0001,116.91,Electronics,West,21.02,0.0,Rainy,1,Winter,291,101,66,19.19
2023-08-16,S003,P0001,170.58,Electronics,East,63.8,20.0,Rainy,1,Summer,171,159,151,67.76
2023-08-17,S003,P0001,61.3,Groceries,West,19.4,20.0,Rainy,1,Winter,63,42,113,20.86
2023-08-18,S003,P0001,141.74,Toys,East,11.04,20.0,Snowy,1,Autumn,181,146,114,7.13
2023-08-19,S003,P0001,53.43,Furniture,East,17.43,5.0,Cloudy,1,Summer,143,42,114,17.0
2023-08-20,S003,P0001,65.44,Groceries,South,41.03,5.0,Snowy,1,Autumn,110,61,40,36.37
2023-08-21,S003,P0001,28.77,Toys,North,66.5,10.0,Snowy,1,Autumn,62,26,66,67.39
2023-08-22,S003,P0001,221.84,Groceries,East,44.29,15.0,Cloudy,0,Summer,307,209,126,42.21
2023-08-23,S003,P0001,320.8,Clothing,North,54.15,20.0,Sunny,1,Autumn,357,307,54,51.57
2023-08-24,S003,P0001,92.6,Groceries,South,76.58,0.0,Snowy,0,Autumn,413,86,49,71.59
2023-08-25,S003,P0001,308.11,Furniture,East,98.12,10.0,Cloudy,1,Autumn,334,314,77,99.22
2023-08-26,S003,P0001,221.94,Groceries,South,96.98,15.0,Cloudy,1,Winter,440,213,184,93.4
2023-08-27,S003,P0001,397.86,Clothing,South,91.93,15.0,Rainy,0,Winter,485,385,65,96.04
2023-08-28,S003,P0001,96.89,Clothing,North,98.0,15.0,Rainy,1,Spring,198,79,103,97.71
2023-08-29,S003,P0001,-0.33,Electronics,West,25.77,0.0,Cloudy,1,Autumn,429,0,68,24.19
2023-08-30,S003,P0001,235.57,Clothing,South,59.17,15.0,Cloudy,1,Autumn,266,221,73,56.66
2023-08-31,S003,P0001,186.38,Furniture,West,50.75,10.0,Sunny,0,Summer,447,183,109,51.83
2023-09-01,S003,P0001,18.28,Groceries,South,96.27,15.0,Rainy,0,Spring,246,13,40,99.88
2023-09-02,S003,P0001,30.08,Groceries,East,22.75,20.0,Cloudy,0,Winter,111,36,74,19.47
2023-09-03,S003,P0001,89.14,Toys,South,71.22,10.0,Snowy,0,Summer,303,82,115,72.97
2023-09-04,S003,P0001,51.33,Groceries,East,88.04,0.0,Rainy,0,Autumn,122,34,150,91.08
2023-09-05,S003,P0001,8.22,Groceries,West,58.42,15.0,Cloudy,0,Winter,151,9,198,59.37
2023-09-06,S003,P0001,151.73,Groceries,South,83.75,20.0,Snowy,1,Autumn,303,140,78,83.86
2023-09-07,S003,P0001,109.96,Electronics,South,93.01,10.0,Snowy,0,Summer,341,99,99,95.98
2023-09-08,S003,P0001,-7.33,Furniture,East,17.39,10.0,Cloudy,0,Autumn,407,0,36,16.64
2023-09-09,S003,P0001,34.58,Clothing,North,29.67,0.0,Snowy,1,Winter,79,26,176,34.08
2023-09-10,S003,P0001,244.54,Furniture,West,38.43,20.0,Rainy,1,Spring,430,231,191,35.93
2023-09-11,S003,P0001,143.26,Furniture,West,27.51,20.0,Cloudy,0,Summer,195,141,49,27.31
2023-09-12,S003,P0001,23.89,Toys,West,79.03,10.0,Snowy,0,Winter,179,4,105,82.33
2023-09-13,S003,P0001,199.29,Electronics,South,90.98,15.0,Rainy,1,Winter,249,183,119,90.38
2023-09-14,S003,P0001,230.74,Toys,North,91.65,20.0,Snowy,1,Autumn,263,229,116,92.22
2023-09-15,S003,P0001,30.31,Toys,South,97.35,5.0,Cloudy,0,Autumn,211,28,20,98.27
2023-09-16,S003,P0001,78.85,Electronics,South,26.24,15.0,Cloudy,0,Autumn,265,84,33,28.2
2023-09-17,S003,P0001,102.47,Toys,West,89.21,10.0,Cloudy,1,Winter,147,86,164,90.94
2023-09-18,S003,P0001,46.22,Electronics,East,56.01,15.0,Snowy,0,Winter,51,43,30,53.45
2023-09-19,S003,P0001,68.2,Clothing,North,62.52,15.0,Rainy,1,Summer,111,71,146,67.5
2023-09-20,S003,P0001,83.71,Groceries,North,19.79,5.0,Rainy,0,Autumn,89,69,42,21.57
2023-09-21,S003,P0001,22.32,Electronics,South,29.67,15.0,Snowy,1,Spring,126,25,196,26.97
2023-09-22,S003,P0001,47.96,Furniture,South,75.39,5.0,Snowy,0,Autumn,147,41,196,72.25
2023-09-23,S003,P0001,79.12,Groceries,East,98.33,5.0,Rainy,1,Autumn,414,78,154,98.5
2023-09-24,S003,P0001,21.51,Clothing,West,88.0,20.0,Cloudy,0,Winter,53,10,165,85.92
2023-09-25,S003,P0001,97.09,Clothing,East,16.18,5.0,Snowy,1,Autumn,427,102,170,19.97
2023-09-26,S003,P0001,223.01,Electronics,East,99.47,20.0,Cloudy,1,Autumn,276,214,124,98.26
2023-09-27,S003,P0001,56.01,Toys,West,25.44,0.0,Snowy,1,Winter,71,37,46,29.15
2023-09-28,S003,P0001,182.37,Toys,West,20.73,20.0,Rainy,1,Winter,337,166,62,25.68
2023-09-29,S003,P0001,102.59,Groceries,North,87.36,20.0,Cloudy,1,Winter,313,104,92,86.46
2023-09-30,S003,P0001,146.69,Electronics,South,91.12,10.0,Rainy,1,Autumn,246,150,121,95.82
2023-10-01,S003,P0001,34.34,Clothing,South,45.08,5.0,Cloudy,1,Winter,151,25,167,41.25
2023-10-02,S003,P0001,174.17,Furniture,East,29.8,5.0,Cloudy,0,Summer,294,182,90,25.93
2023-10-03,S003,P0001,134.45,Electronics,East,99.77,20.0,Rainy,1,Winter,258,116,123,97.36
2023-10-04,S003,P0001,221.96,Electronics,North,11.24,20.0,Snowy,1,Summer,247,217,86,9.8
2023-10-05,S003,P0001,49.91,Electronics,East,20.1,10.0,Cloudy,0,Summer,82,52,102,16.66
2023-10-06,S003,P0001,168.83,Electronics,North,69.45,20.0,Rainy,0,Summer,268,172,160,69.25
2023-10-07,S003,P0001,65.7,Groceries,North,29.03,0.0,Rainy,1,Summer,367,47,199,29.46
2023-10-08,S003,P0001,138.92,Clothing,East,58.67,20.0,Rainy,0,Winter,216,131,24,62.81
2023-10-09,S003,P0001,79.55,Furniture,North,52.23,5.0,Rainy,0,Autumn,469,73,38,47.91
2023-10-10,S003,P0001,22.55,Furniture,West,89.0,15.0,Sunny,1,Winter,488,26,80,90.84
2023-10-11,S003,P0001,84.86,Groceries,South,17.89,0.0,Rainy,0,Autumn,192,67,154,20.67
2023-10-12,S003,P0001,95.34,Groceries,East,60.29,5.0,Rainy,1,Winter,189,79,37,57.47
2023-10-13,S003,P0001,389.22,Clothing,South,92.06,0.0,Snowy,0,Spring,434,382,40,92.76
2023-10-14,S003,P0001,-4.79,Groceries,North,88.25,0.0,Cloudy,0,Summer,221,2,125,86.17
2023-10-15,S003,P0001,202.92,Groceries,East,67.26,0.0,Sunny,0,Autumn,203,186,177,68.25
2023-10-16,S003,P0001,239.21,Furniture,West,81.91,20.0,Cloudy,1,Winter,313,222,61,83.96
2023-10-17,S003,P0001,355.89,Furniture,South,97.26,0.0,Sunny,1,Spring,498,350,37,94.49
2023-10-18,S003,P0001,121.54,Clothing,East,72.88,10.0,Sunny,0,Spring,144,129,130,75.66
2023-10-19,S003,P0001,284.19,Furniture,West,89.1,5.0,Cloudy,1,Spring,355,278,174,90.66
2023-10-20,S003,P0001,288.75,Clothing,West,11.13,10.0,Rainy,1,Autumn,423,282,68,7.98
2023-10-21,S003,P0001,156.86,Furniture,East,26.44,0.0,Rainy,0,Winter,294,151,108,21.98
2023-10-22,S003,P0001,206.31,Groceries,West,73.53,20.0,Rainy,1,Summer,382,198,155,73.85
2023-10-23,S003,P0001,133.92,Electronics,South,14.9,10.0,Sunny,1,Summer,384,137,91,16.2
2023-10-24,S003,P0001,69.94,Electronics,North,62.57,15.0,Snowy,1,Autumn,444,53,109,66.13
2023-10-25,S003,P0001,345.25,Clothing,East,42.92,15.0,Rainy,0,Autumn,489,338,103,47.83
2023-10-26,S003,P0001,139.78,Furniture,North,42.42,0.0,Snowy,1,Spring,452,148,30,40.89
2023-10-27,S003,P0001,12.38,Electronics,West,61.31,10.0,Rainy,0,Summer,285,19,97,57.77
2023-10-28,S003,P0001,-4.45,Groceries,South,66.14,5.0,Rainy,1,Autumn,111,2,192,64.02
2023-10-29,S003,P0001,30.28,Groceries,East,24.17,10.0,Sunny,0,Summer,360,34,108,21.27
2023-10-30,S003,P0001,188.18,Electronics,West,47.25,0.0,Rainy,0,Spring,354,183,181,48.05
2023-10-31,S003,P0001,152.08,Electronics,North,46.81,15.0,Cloudy,0,Winter,227,157,184,42.99
2023-11-01,S003,P0001,303.46,Clothing,West,29.74,10.0,Sunny,1,Summer,309,297,87,33.09
2023-11-02,S003,P0001,87.14,Toys,East,43.39,5.0,Sunny,0,Winter,178,85,79,42.52
2023-11-03,S003,P0001,286.42,Groceries,East,26.34,10.0,Cloudy,0,Summer,344,290,148,24.54
2023-11-04,S003,P0001,339.72,Clothing,East,79.32,5.0,Rainy,0,Summer,390,320,149,75.01
2023-11-05,S003,P0001,44.62,Toys,West,14.85,15.0,Rainy,1,Winter,74,40,195,12.18
2023-11-06,S003,P0001,76.32,Groceries,East,87.7,20.0,Rainy,0,Spring,162,63,56,84.95
2023-11-07,S003,P0001,396.6,Toys,South,32.08,0.0,Sunny,1,Summer,474,379,26,34.2
2023-11-08,S003,P0001,43.09,Furniture,East,57.89,10.0,Cloudy,0,Summer,138,35,111,59.69
2023-11-09,S003,P0001,31.25,Toys,West,90.75,5.0,Cloudy,1,Winter,142,38,194,88.65
2023-11-10,S003,P0001,43.24,Groceries,South,90.13,0.0,Snowy,1,Winter,240,43,131,89.92
2023-11-11,S003,P0001,234.45,Furniture,East,82.95,10.0,Rainy,0,Autumn,233,219,37,81.64
2023-11-12,S003,P0001,108.12,Furniture,South,32.53,20.0,Snowy,1,Autumn,271,110,54,28.05
2023-11-13,S003,P0001,107.61,Electronics,North,33.84,0.0,Snowy,1,Winter,246,103,188,31.53
2023-11-14,S003,P0001,65.43,Furniture,East,39.68,5.0,Cloudy,1,Summer,87,71,108,34.8
2023-11-15,S003,P0001,240.69,Electronics,South,27.44,20.0,Snowy,1,Spring,359,228,32,32.41
2023-11-16,S003,P0001,175.66,Furniture,North,71.54,0.0,Snowy,0,Summer,467,172,50,75.04
2023-11-17,S003,P0001,237.01,Clothing,West,33.51,10.0,Snowy,1,Autumn,363,220,89,33.97
2023-11-18,S003,P0001,48.59,Electronics,East,16.09,10.0,Cloudy,0,Summer,77,40,83,18.13
2023-11-19,S003,P0001,25.15,Electronics,East,92.49,20.0,Snowy,0,Spring,81,15,182,94.4
2023-11-20,S003,P0001,82.61,Furniture,North,10.54,0.0,Snowy,1,Winter,189,92,125,14.19
2023-11-21,S003,P0001,219.66,Groceries,North,99.81,10.0,Rainy,1,Autumn,259,220,176,100.46
2023-11-22,S003,P0001,21.17,Electronics,North,63.4,5.0,Sunny,1,Winter,109,4,71,62.41
2023-11-23,S003,P0001,265.62,Electronics,West,63.13,15.0,Sunny,1,Summer,472,256,115,66.26
2023-11-24,S003,P0001,21.33,Electronics,East,87.95,0.0,Cloudy,1,Spring,170,16,154,86.03
2023-11-25,S003,P0001,114.18,Groceries,South,18.74,20.0,Sunny,0,Autumn,165,119,167,16.09
2023-11-26,S003,P0001,2.89,Furniture,East,18.72,0.0,Snowy,1,Summer,91,4,30,21.39
2023-11-27,S003,P0001,187.57,Furniture,West,57.1,15.0,Snowy,0,Summer,480,182,21,58.05
2023-11-28,S003,P0001,174.48,Electronics,South,56.43,15.0,Cloudy,1,Winter,466,165,29,53.98
2023-11-29,S003,P0001,161.32,Groceries,East,11.86,0.0,Cloudy,0,Autumn,335,150,180,16.58
2023-11-30,S003,P0001,14.7,Electronics,South,55.21,5.0,Rainy,1,Winter,57,9,124,59.13
2023-12-01,S003,P0001,-1.44,Furniture,West,69.53,15.0,Snowy,1,Autumn,135,8,182,74.01
2023-12-02,S003,P0001,83.27,Toys,North,15.83,10.0,Sunny,0,Summer,369,73,158,11.0
2023-12-03,S003,P0001,261.87,Clothing,North,30.18,5.0,Sunny,0,Winter,468,250,136,30.02
2023-12-04,S003,P0001,55.04,Electronics,East,42.64,5.0,Rainy,0,Winter,297,50,37,38.02
2023-12-05,S003,P0001,8.6,Electronics,East,45.03,20.0,Rainy,1,Summer,123,12,142,49.87
2023-12-06,S003,P0001,27.56,Clothing,North,40.21,5.0,Snowy,0,Spring,226,17,196,40.89
2023-12-07,S003,P0001,195.63,Furniture,West,90.3,5.0,Sunny,0,Autumn,383,202,69,88.14
2023-12-08,S003,P0001,151.54,Furniture,East,57.26,0.0,Sunny,1,Spring,355,149,186,61.82
2023-12-09,S003,P0001,48.01,Electronics,North,98.23,15.0,Cloudy,1,Summer,362,32,21,94.87
2023-12-10,S003,P0001,245.38,Furniture,North,28.68,15.0,Snowy,1,Winter,247,236,74,27.37
2023-12-11,S003,P0001,92.51,Electronics,North,41.1,15.0,Snowy,1,Summer,145,77,150,40.97
2023-12-12,S003,P0001,43.7,Clothing,West,65.78,20.0,Snowy,1,Autumn,389,38,77,62.54
2023-12-13,S003,P0001,181.01,Furniture,South,75.52,10.0,Sunny,0,Summer,394,184,22,78.09
2023-12-14,S003,P0001,119.31,Furniture,North,37.09,10.0,Sunny,0,Winter,229,105,44,41.41
2023-12-15,S003,P0001,100.96,Electronics,East,39.48,0.0,Cloudy,0,Summer,254,100,114,39.73
2023-12-16,S003,P0001,32.15,Electronics,South,23.97,5.0,Cloudy,1,Autumn,68,16,95,23.49
2023-12-17,S003,P0001,98.55,Furniture,North,92.39,5.0,Snowy,1,Autumn,242,97,87,95.54
2023-12-18,S003,P0001,-8.93,Clothing,East,64.06,5.0,Cloudy,0,Autumn,192,1,77,64.38
2023-12-19,S003,P0001,268.15,Clothing,North,17.98,10.0,Cloudy,0,Winter,301,275,164,21.16
2023-12-20,S003,P0001,69.28,Toys,North,44.19,15.0,Sunny,0,Summer,403,65,184,45.95
2023-12-21,S003,P0001,55.04,Clothing,West,31.17,20.0,Sunny,0,Winter,372,52,81,30.49
2023-12-22,S003,P0001,258.74,Groceries,East,28.09,0.0,Cloudy,0,Autumn,275,266,119,24.86
2023-12-23,S003,P0001,76.31,Electronics,South,22.96,5.0,Cloudy,1,Winter,170,60,144,22.07
2023-12-24,S003,P0001,173.21,Clothing,East,98.61,20.0,Cloudy,1,Spring,434,183,143,99.46
2023-12-25,S003,P0001,21.56,Groceries,North,37.3,20.0,Snowy,1,Summer,144,30,156,34.01
2023-12-26,S003,P0001,67.31,Furniture,East,35.1,20.0,Rainy,1,Spring,361,64,50,36.38
2023-12-27,S003,P0001,34.62,Groceries,East,13.78,20.0,Rainy,0,Winter,404,31,181,9.9
2023-12-28,S003,P0001,283.77,Toys,South,20.13,10.0,Sunny,1,Autumn,467,287,161,18.42
2023-12-29,S003,P0001,107.48,Clothing,East,76.27,20.0,Sunny,1,Winter,249,108,72,76.05
2023-12-30,S003,P0001,31.97,Toys,North,52.0,5.0,Sunny,1,Autumn,400,31,53,51.32
2023-12-31,S003,P0001,17.63,Groceries,North,33.85,0.0,Cloudy,1,Spring,193,24,133,35.34
2024-01-01,S003,P0001,119.97,Clothing,West,52.72,0.0,Sunny,0,Spring,138,114,65,52.9
2022-01-01,S003,P0002,11.11,Electronics,West,28.2,10.0,Sunny,1,Spring,115,4,169,25.63
2022-01-02,S003,P0002,-3.4,Groceries,East,87.5,0.0,Rainy,0,Autumn,175,2,140,91.2
2022-01-03,S003,P0002,355.08,Groceries,North,17.36,0.0,Cloudy,1,Spring,405,353,74,17.32
2022-01-04,S003,P0002,215.12,Electronics,South,59.97,5.0,Snowy,1,Spring,293,202,130,61.76
2022-01-05,S003,P0002,187.88,Groceries,South,84.04,20.0,Cloudy,0,Winter,191,189,177,87.67
2022-01-06,S003,P0002,26.5,Electronics,East,55.36,20.0,Snowy,1,Autumn,110,30,21,55.66
2022-01-07,S003,P0002,143.9,Furniture,West,84.95,5.0,Rainy,0,Winter,427,145,148,81.19
2022-01-08,S003,P0002,63.85,Furniture,East,75.25,10.0,Rainy,1,Spring,327,50,31,72.17
2022-01-09,S003,P0002,336.29,Groceries,North,45.42,5.0,Sunny,0,Autumn,363,337,95,48.52
2022-01-10,S003,P0002,72.88,Clothing,East,40.83,5.0,Rainy,1,Autumn,85,79,68,37.97
2022-01-11,S003,P0002,200.13,Furniture,West,26.76,10.0,Sunny,1,Autumn,226,188,200,23.06
2022-01-12,S003,P0002,122.87,Electronics,South,38.97,10.0,Snowy,1,Summer,154,113,119,39.36
2022-01-13,S003,P0002,74.08,Electronics,North,91.06,5.0,Rainy,1,Spring,83,71,99,87.75
2022-01-14,S003,P0002,28.46,Clothing,South,94.7,5.0,Snowy,1,Spring,235,35,97,96.42
2022-01-15,S003,P0002,380.16,Groceries,East,78.72,5.0,Sunny,0,Autumn,481,383,83,79.95
2022-01-16,S003,P0002,107.78,Toys,West,44.33,5.0,Sunny,0,Summer,470,100,144,45.48
2022-01-17,S003,P0002,127.0,Groceries,West,42.53,0.0,Rainy,0,Summer,496,113,80,41.27
2022-01-18,S003,P0002,254.25,Clothing,South,67.81,15.0,Snowy,1,Spring,405,251,181,66.0
2022-01-19,S003,P0002,32.09,Toys,North,18.2,20.0,Snowy,0,Winter,57,40,154,19.89
2022-01-20,S003,P0002,155.53,Electronics,West,82.07,20.0,Sunny,0,Summer,481,153,56,78.23
2022-01-21,S003,P0002,85.69,Furniture,West,35.47,5.0,Snowy,0,Winter,199,73,55,36.6
2022-01-22,S003,P0002,84.25,Clothing,North,72.74,5.0,Cloudy,0,Summer,154,76,151,74.75
2022-01-23,S003,P0002,96.93,Groceries,East,81.58,20.0,Sunny,1,Summer,270,86,171,78.87
2022-01-24,S003,P0002,278.48,Furniture,West,43.55,15.0,Rainy,1,Autumn,348,267,166,44.27
2022-01-25,S003,P0002,193.93,Furniture,East,43.78,20.0,Sunny,1,Summer,295,174,191,39.42
2022-01-26,S003,P0002,158.14,Toys,North,15.27,5.0,Cloudy,1,Winter,416,167,105,19.08
2022-01-27,S003,P0002,244.41,Clothing,West,84.28,10.0,Cloudy,1,Autumn,262,226,141,80.21
2022-01-28,S003,P0002,9.35,Furniture,East,50.21,10.0,Snowy,0,Winter,61,11,43,53.76
2022-01-29,S003,P0002,117.22,Electronics,North,22.66,10.0,Rainy,0,Spring,437,126,146,20.62
2022-01-30,S003,P0002,89.84,Furniture,West,74.44,10.0,Rainy,1,Autumn,102,99,54,73.0
2022-01-31,S003,P0002,186.25,Furniture,East,87.75,20.0,Snowy,1,Spring,290,182,89,91.49
2022-02-01,S003,P0002,115.87,Toys,South,45.83,15.0,Snowy,0,Winter,219,117,147,48.96
2022-02-02,S003,P0002,393.95,Electronics,South,60.56,20.0,Rainy,1,Spring,459,393,170,57.79
2022-02-03,S003,P0002,360.4,Electronics,South,49.16,0.0,Sunny,1,Spring,457,344,65,44.49
2022-02-04,S003,P0002,55.25,Clothing,North,14.93,5.0,Snowy,1,Spring,153,48,71,15.6
2022-02-05,S003,P0002,193.14,Groceries,South,11.44,20.0,Cloudy,1,Autumn,386,175,160,9.09
2022-02-06,S003,P0002,40.33,Clothing,West,72.46,0.0,Snowy,1,Winter,54,40,158,76.02
2022-02-07,S003,P0002,365.65,Furniture,South,87.1,0.0,Cloudy,1,Spring,451,349,162,87.57
2022-02-08,S003,P0002,0.79,Electronics,North,92.29,15.0,Cloudy,0,Autumn,205,1,77,92.58
2022-02-09,S003,P0002,196.47,Toys,West,71.88,5.0,Cloudy,1,Summer,386,194,141,73.21
2022-02-10,S003,P0002,177.7,Toys,West,25.15,0.0,Sunny,1,Autumn,352,176,158,23.27
2022-02-11,S003,P0002,21.82,Electronics,North,69.58,15.0,Sunny,0,Winter,113,28,63,70.15
2022-02-12,S003,P0002,97.95,Groceries,West,43.28,5.0,Sunny,1,Autumn,327,107,71,44.67
2022-02-13,S003,P0002,211.34,Toys,North,79.77,0.0,Sunny,0,Autumn,364,194,126,81.51
2022-02-14,S003,P0002,249.03,Toys,West,86.36,5.0,Cloudy,1,Autumn,338,255,139,88.09
2022-02-15,S003,P0002,6.51,Electronics,East,94.06,5.0,Sunny,0,Spring,61,2,168,97.23
2022-02-16,S003,P0002,54.97,Toys,West,71.77,0.0,Rainy,1,Spring,442,58,114,67.81
2022-02-17,S003,P0002,15.95,Clothing,North,77.32,10.0,Snowy,0,Summer,387,9,51,73.41
2022-02-18,S003,P0002,36.98,Groceries,East,53.19,20.0,Snowy,1,Winter,80,27,116,49.1
2022-02-19,S003,P0002,160.33,Clothing,South,17.86,20.0,Cloudy,1,Spring,383,166,42,17.15
2022-02-20,S003,P0002,90.74,Electronics,North,21.57,5.0,Sunny,1,Autumn,92,84,30,18.34
2022-02-21,S003,P0002,9.12,Clothing,South,21.62,15.0,Snowy,0,Autumn,499,12,52,24.65
2022-02-22,S003,P0002,198.37,Groceries,East,85.13,20.0,Cloudy,1,Winter,422,187,40,82.11
2022-02-23,S003,P0002,344.09,Furniture,East,26.29,10.0,Rainy,0,Autumn,363,338,185,28.07
2022-02-24,S003,P0002,207.82,Toys,East,53.21,0.0,Cloudy,1,Autumn,377,213,147,51.85
2022-02-25,S003,P0002,45.8,Electronics,North,86.95,0.0,Cloudy,1,Spring,286,38,50,89.51
2022-02-26,S003,P0002,239.15,Clothing,West,12.6,10.0,Cloudy,1,Winter,232,227,188,14.24
2022-02-27,S003,P0002,24.07,Furniture,South,56.81,10.0,Rainy,0,Summer,72,27,55,54.65
2022-02-28,S003,P0002,50.78,Furniture,East,53.65,5.0,Cloudy,1,Spring,84,37,38,50.73
2022-03-01,S003,P0002,179.27,Electronics,South,14.17,10.0,Cloudy,0,Autumn,206,170,62,13.68
2022-03-02,S003,P0002,96.59,Toys,North,20.73,10.0,Sunny,0,Winter,440,82,72,21.18
2022-03-03,S003,P0002,17.88,Electronics,East,46.47,10.0,Cloudy,1,Summer,108,3,118,48.57
2022-03-04,S003,P0002,66.15,Toys,North,41.44,0.0,Snowy,0,Autumn,112,68,37,39.17
2022-03-05,S003,P0002,8.81,Electronics,West,88.89,15.0,Rainy,1,Spring,146,11,189,85.61
2022-03-06,S003,P0002,136.73,Toys,East,54.58,15.0,Snowy,0,Autumn,368,144,177,53.88
2022-03-07,S003,P0002,87.85,Groceries,North,21.48,0.0,Sunny,1,Winter,270,97,42,22.17
2022-03-08,S003,P0002,18.63,Furniture,North,41.76,15.0,Rainy,0,Summer,358,0,84,43.54
2022-03-09,S003,P0002,136.28,Groceries,South,16.34,15.0,Cloudy,0,Summer,159,140,71,18.91
2022-03-10,S003,P0002,150.86,Clothing,East,83.67,10.0,Cloudy,0,Summer,136,135,89,82.28
2022-03-11,S003,P0002,406.55,Groceries,North,98.04,5.0,Sunny,1,Winter,425,412,67,101.14
2022-03-12,S003,P0002,52.16,Furniture,West,23.76,10.0,Rainy,1,Spring,246,40,157,19.1
2022-03-13,S003,P0002,18.44,Electronics,North,86.59,15.0,Cloudy,1,Spring,82,23,145,88.43
2022-03-14,S003,P0002,68.55,Electronics,South,84.12,20.0,Cloudy,0,Summer,261,75,79,87.29
2022-03-15,S003,P0002,105.87,Groceries,South,29.74,0.0,Sunny,0,Spring,139,109,77,29.14
2022-03-16,S003,P0002,146.71,Toys,South,59.27,10.0,Snowy,0,Summer,136,134,105,62.53
2022-03-17,S003,P0002,279.13,Furniture,West,99.67,0.0,Rainy,1,Summer,423,271,99,95.94
2022-03-18,S003,P0002,187.83,Furniture,East,40.26,5.0,Cloudy,0,Autumn,263,174,99,43.42
2022-03-19,S003,P0002,39.16,Furniture,North,59.55,15.0,Snowy,0,Summer,103,30,84,55.47
2022-03-20,S003,P0002,388.55,Groceries,South,20.24,0.0,Rainy,1,Spring,394,383,60,24.06
2022-03-21,S003,P0002,107.08,Groceries,North,67.09,10.0,Snowy,0,Summer,153,95,145,66.94
2022-03-22,S003,P0002,43.99,Clothing,North,76.26,15.0,Sunny,0,Spring,199,48,197,72.84
2022-03-23,S003,P0002,226.24,Groceries,North,24.35,20.0,Sunny,1,Spring,404,224,47,20.01
2022-03-24,S003,P0002,71.63,Clothing,North,34.96,20.0,Rainy,1,Autumn,285,73,192,34.39
2022-03-25,S003,P0002,19.27,Clothing,East,68.81,0.0,Snowy,1,Spring,224,11,191,70.51
2022-03-26,S003,P0002,165.9,Furniture,North,91.95,0.0,Cloudy,0,Summer,399,174,95,90.42
2022-03-27,S003,P0002,75.82,Electronics,South,50.74,0.0,Snowy,0,Autumn,160,57,97,50.93
2022-03-28,S003,P0002,102.36,Groceries,South,81.56,15.0,Sunny,0,Spring,398,110,192,83.25
2022-03-29,S003,P0002,16.1,Furniture,East,15.67,20.0,Sunny,1,Spring,269,3,141,10.7
2022-03-30,S003,P0002,217.88,Furniture,West,27.4,15.0,Snowy,0,Autumn,333,217,53,22.5
2022-03-31,S003,P0002,187.43,Groceries,North,60.7,5.0,Sunny,0,Spring,396,176,116,58.3
2022-04-01,S003,P0002,301.25,Clothing,East,83.49,10.0,Rainy,0,Autumn,379,296,28,80.4
2022-04-02,S003,P0002,98.2,Toys,North,92.33,5.0,Rainy,1,Summer,336,82,173,92.16
2022-04-03,S003,P0002,291.32,Furniture,South,90.86,5.0,Rainy,0,Autumn,423,294,55,87.84
2022-04-04,S003,P0002,140.69,Clothing,North,38.46,15.0,Sunny,0,Summer,338,126,157,40.26
2022-04-05,S003,P0002,309.74,Furniture,East,59.44,5.0,Snowy,0,Spring,360,302,93,54.56
2022-04-06,S003,P0002,142.21,Clothing,West,24.86,20.0,Sunny,0,Spring,151,150,62,24.86
2022-04-07,S003,P0002,193.59,Clothing,South,25.53,0.0,Snowy,0,Autumn,444,183,167,30.29
2022-04-08,S003,P0002,60.97,Clothing,North,14.01,5.0,Cloudy,0,Winter,266,55,78,11.11
2022-04-09,S003,P0002,274.68,Toys,North,89.58,15.0,Snowy,0,Spring,286,264,86,90.65
2022-04-10,S003,P0002,98.78,Clothing,South,49.94,5.0,Snowy,1,Summer,168,90,138,49.0
2022-04-11,S003,P0002,27.61,Toys,West,13.91,5.0,Sunny,1,Summer,316,8,90,16.6
2022-04-12,S003,P0002,41.17,Toys,East,89.81,20.0,Snowy,1,Summer,203,28,186,89.89
2022-04-13,S003,P0002,87.43,Toys,East,63.86,20.0,Rainy,0,Spring,147,85,68,68.0
2022-04-14,S003,P0002,284.23,Toys,North,65.02,15.0,Sunny,0,Winter,413,290,65,62.46
2022-04-15,S003,P0002,50.16,Toys,West,30.54,10.0,Rainy,1,Summer,172,51,100,28.31
2022-04-16,S003,P0002,9.23,Toys,North,98.77,5.0,Sunny,0,Summer,83,16,82,94.01
